Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Scoring_2PM,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player
2018,2018-10-28,7,8,22.243,TAM,@,CIN,L 34-37,False,7,2,32,16.00,0,28.6%,4.57,0,0,,0,1,0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,63,72%,0,0%,0,0%,True,Chris Godwin
2018,2018-11-04,8,9,22.250,TAM,@,CAR,L 28-42,False,3,2,40,20.00,0,66.7%,13.33,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,37,55%,0,0%,0,0%,True,Chris Godwin
2018,2018-11-11,9,10,22.257,TAM,,WAS,L 3-16,False,7,7,103,14.71,0,100.0%,14.71,0,0,,0,,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,34,49%,0,0%,0,0%,False,Chris Godwin
2018,2018-11-18,10,11,22.264,TAM,@,NYG,L 35-38,False,3,3,50,16.67,0,100.0%,16.67,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,23,32%,0,0%,0,0%,True,Chris Godwin
2018,2018-11-25,11,12,22.271,TAM,,SFO,W 27-9,False,4,4,42,10.50,0,100.0%,10.50,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,49,67%,0,0%,0,0%,False,Chris Godwin
2018,2018-12-02,12,13,22.278,TAM,,CAR,W 24-17,True,6,5,101,20.20,1,83.3%,16.83,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,52,80%,0,0%,0,0%,False,Chris Godwin
2018,2018-12-09,13,14,22.285,TAM,,NOR,L 14-28,True,10,1,13,13.00,0,10.0%,1.30,0,0,,0,,0,0,0.0,0,0,0,,,1,0,0,0,0,0,60,86%,0,0%,0,0%,False,Chris Godwin
2018,2018-12-16,14,15,22.292,TAM,@,BAL,L 12-20,True,3,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,41,82%,0,0%,0,0%,True,Chris Godwin
2018,2018-12-23,15,16,22.299,TAM,@,DAL,L 20-27,True,6,3,39,13.00,0,50.0%,6.50,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,61,76%,0,0%,0,0%,True,Chris Godwin
2018,2018-12-30,16,17,22.306,TAM,,ATL,L 32-34,True,9,6,114,19.00,2,66.7%,12.67,0,0,,0,,2,12,0.0,0,0,0,,,0,0,0,0,0,0,51,84%,0,0%,0,0%,False,Chris Godwin
2019,2019-09-08,1,1,23.193,TAM,,SFO,L 17-31,True,6,3,53,17.67,1,50.0%,8.83,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,63,91%,0,0%,0,0%,False,Chris Godwin
2019,2019-09-12,2,2,23.197,TAM,@,CAR,W 20-14,True,9,8,121,15.13,1,88.9%,13.44,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,57,95%,0,0%,0,0%,True,Chris Godwin
2019,2019-09-22,3,3,23.207,TAM,,NYG,L 31-32,True,4,3,40,13.33,0,75.0%,10.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,73,97%,0,0%,0,0%,False,Chris Godwin
2019,2019-09-29,4,4,23.214,TAM,@,LAR,W 55-40,True,14,12,172,14.33,2,85.7%,12.29,0,0,,0,,2,12,0.0,0,0,0,0,0,0,0,0,0,0,0,70,95%,0,0%,0,0%,True,Chris Godwin
2019,2019-10-06,5,5,23.221,TAM,@,NOR,L 24-31,True,9,7,125,17.86,2,77.8%,13.89,0,0,,0,,2,12,0.0,0,0,0,0,0,0,0,0,0,0,0,55,96%,0,0%,0,0%,True,Chris Godwin
2019,2019-10-13,6,6,23.228,TAM,,CAR,L 26-37,True,12,10,151,15.10,0,83.3%,12.58,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,77,96%,0,0%,0,0%,False,Chris Godwin
2019,2019-10-27,7,8,23.242,TAM,@,TEN,L 23-27,True,8,4,43,10.75,0,50.0%,5.38,0,0,,0,1,0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,80,99%,0,0%,0,0%,True,Chris Godwin
2019,2019-11-03,8,9,23.249,TAM,@,SEA,L 34-40,True,9,7,61,8.71,0,77.8%,6.78,1,8,8.00,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,73,96%,0,0%,0,0%,True,Chris Godwin
2019,2019-11-10,9,10,23.256,TAM,,ARI,W 30-27,True,12,6,74,12.33,0,50.0%,6.17,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,77,93%,0,0%,0,0%,False,Chris Godwin
2019,2019-11-17,10,11,23.263,TAM,,NOR,L 17-34,True,6,3,47,15.67,1,50.0%,7.83,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,67,100%,0,0%,0,0%,False,Chris Godwin
2019,2019-11-24,11,12,23.270,TAM,@,ATL,W 35-22,True,8,7,184,26.29,2,87.5%,23.00,0,0,,0,,2,12,0.0,0,0,0,0,0,0,0,0,0,0,0,56,88%,0,0%,1,3%,True,Chris Godwin
2019,2019-12-01,12,13,23.277,TAM,@,JAX,W 28-11,True,6,4,50,12.50,0,66.7%,8.33,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,69,91%,0,0%,0,0%,True,Chris Godwin
2019,2019-12-08,13,14,23.284,TAM,,IND,W 38-35,True,9,7,91,13.00,0,77.8%,10.11,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,74,95%,0,0%,0,0%,False,Chris Godwin
2019,2019-12-15,14,15,23.291,TAM,@,DET,W 38-17,True,8,5,121,24.20,0,62.5%,15.13,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,46,61%,0,0%,0,0%,True,Chris Godwin
2019,2019-12-21,15,16,,TAM,,HOU,L 20-23,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Chris Godwin
2019,2019-12-29,16,17,,TAM,,ATL,L 22-28,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Chris Godwin
2020,2020-09-13,1,1,24.199,TAM,@,NOR,L 23-34,True,7,6,79,13.17,0,85.7%,11.29,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,66,94%,0,0%,0,0%,True,Chris Godwin
2020,2020-09-20,2,2,,TAM,,CAR,W 31-17,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Chris Godwin
2020,2020-09-27,3,3,24.213,TAM,@,DEN,W 28-10,True,6,5,64,12.80,1,83.3%,10.67,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,55,81%,0,0%,0,0%,True,Chris Godwin
2020,2020-10-04,4,4,,TAM,,LAC,W 38-31,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Chris Godwin
2020,2020-10-08,5,5,,TAM,@,CHI,L 19-20,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Chris Godwin
2020,2020-10-18,6,6,24.234,TAM,,GNB,W 38-10,True,7,5,48,9.60,0,71.4%,6.86,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,40,63%,0,0%,0,0%,False,Chris Godwin
2020,2020-10-25,7,7,24.241,TAM,@,LVR,W 45-20,True,9,9,88,9.78,1,100.0%,9.78,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,59,82%,0,0%,0,0%,True,Chris Godwin
2020,2020-11-02,8,8,,TAM,@,NYG,W 25-23,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Chris Godwin
2020,2020-11-08,9,9,24.255,TAM,,NOR,L 3-38,True,6,3,41,13.67,0,50.0%,6.83,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,47,94%,0,0%,0,0%,False,Chris Godwin
2020,2020-11-15,10,10,24.262,TAM,@,CAR,W 46-23,True,6,6,92,15.33,0,100.0%,15.33,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,72,90%,0,0%,0,0%,True,Chris Godwin
2020,2020-11-23,11,11,24.270,TAM,,LAR,L 24-27,True,10,7,53,7.57,1,70.0%,5.30,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,68,99%,0,0%,0,0%,False,Chris Godwin
2020,2020-11-29,12,12,24.276,TAM,,KAN,L 24-27,True,9,8,97,12.13,0,88.9%,10.78,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,54,92%,0,0%,0,0%,False,Chris Godwin
2020,2020-12-13,13,14,24.290,TAM,,MIN,W 26-14,True,3,2,25,12.50,0,66.7%,8.33,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,44,86%,0,0%,0,0%,False,Chris Godwin
2020,2020-12-20,14,15,24.297,TAM,@,ATL,W 31-27,True,5,4,36,9.00,1,80.0%,7.20,0,0,,0,,1,6,0.0,0,0,0,0,0,1,0,0,0,0,0,60,88%,0,0%,0,0%,True,Chris Godwin
2020,2020-12-26,15,16,24.303,TAM,@,DET,W 47-7,True,9,5,84,16.80,1,55.6%,9.33,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,51,66%,0,0%,0,0%,True,Chris Godwin
2020,2021-01-03,16,17,24.311,TAM,,ATL,W 44-27,True,7,5,133,26.60,2,71.4%,19.00,0,0,,0,,2,12,0.0,0,0,0,0,0,0,0,0,0,0,0,59,88%,0,0%,0,0%,False,Chris Godwin
2021,2021-09-09,1,1,25.194,TAM,,DAL,W 31-29,True,13,9,105,11.67,1,69.2%,8.08,0,0,,0,,1,6,0.0,0,0,0,0,0,1,1,0,0,0,0,64,98%,0,0%,0,0%,False,Chris Godwin
2021,2021-09-19,2,2,25.204,TAM,,ATL,W 48-25,True,5,4,62,15.50,1,80.0%,12.40,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,56,89%,0,0%,0,0%,False,Chris Godwin
2021,2021-09-26,3,3,25.211,TAM,@,LAR,L 24-34,True,7,6,74,12.33,0,85.7%,10.57,1,2,2.00,1,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,70,96%,0,0%,0,0%,True,Chris Godwin
2021,2021-10-03,4,4,25.218,TAM,@,NWE,W 19-17,True,5,3,55,18.33,0,60.0%,11.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,73,94%,0,0%,0,0%,True,Chris Godwin
2021,2021-10-10,5,5,25.225,TAM,,MIA,W 45-17,True,11,7,70,10.00,0,63.6%,6.36,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,51,69%,0,0%,0,0%,False,Chris Godwin
2021,2021-10-14,6,6,25.229,TAM,@,PHI,W 28-22,True,5,5,43,8.60,0,100.0%,8.60,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,68,91%,0,0%,0,0%,True,Chris Godwin
2021,2021-10-24,7,7,25.239,TAM,,CHI,W 38-3,True,11,8,111,13.88,1,72.7%,10.09,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,61,84%,0,0%,0,0%,False,Chris Godwin
2021,2021-10-31,8,8,25.246,TAM,@,NOR,L 27-36,True,12,8,140,17.50,1,66.7%,11.67,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,59,97%,0,0%,0,0%,True,Chris Godwin
2021,2021-11-14,9,10,25.260,TAM,@,WAS,L 19-29,True,8,7,57,8.14,0,87.5%,7.13,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,46,96%,0,0%,0,0%,True,Chris Godwin
2021,2021-11-22,10,11,25.268,TAM,,NYG,W 30-10,True,6,6,65,10.83,1,100.0%,10.83,1,7,7.00,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,62,79%,0,0%,0,0%,False,Chris Godwin
2021,2021-11-28,11,12,25.274,TAM,@,IND,W 38-31,True,5,4,24,6.00,0,80.0%,4.80,1,3,3.00,0,,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,65,97%,0,0%,0,0%,True,Chris Godwin
2021,2021-12-05,12,13,25.281,TAM,@,ATL,W 30-17,True,17,15,143,9.53,0,88.2%,8.41,1,9,9.00,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,64,91%,0,0%,0,0%,True,Chris Godwin
2021,2021-12-12,13,14,25.288,TAM,,BUF,W 33-27,True,15,10,105,10.50,0,66.7%,7.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,78,94%,0,0%,0,0%,False,Chris Godwin
2021,2021-12-19,14,15,25.295,TAM,,NOR,L 0-9,True,7,6,49,8.17,0,85.7%,7.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,16,22%,0,0%,0,0%,False,Chris Godwin
2021,2021-12-26,15,16,,TAM,@,CAR,W 32-6,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Chris Godwin
2021,2022-01-02,16,17,,TAM,@,NYJ,W 28-24,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Chris Godwin
2021,2022-01-09,17,18,,TAM,,CAR,W 41-17,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Chris Godwin
,72 Games,,,,,,,35-37-0,False,481,342,4643,13.58,29,71.1%,9.65,5,29,5.80,1,2,30,184,0.0,7,0,7,0,0,7,3,0,2,0,0,,,,,,,False,Chris Godwin
